"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.456546704346687,0.728852269925881,0,0.0440731934130857,0.783410394773056,0,0,0.422761295793634,0.422691289507662,0,0,0,0.412607553879827,0,0,0,0,0,0.396224626343814,0.249794328109374,0.259898314043196,0.24766175211744,0.538677481228774,0,0.105702791448536,0,0,0,0,0,0.0493396041742079,0.0506395253024427,0,0,0,0,0
"ATII",0,0.34237096337646,0.726014093195208,0,0.0331669617834955,0.623037597617292,0,0,0.296229758498982,0.377895481777402,0,0,0,0.383151385316363,0,0,0,0,0,0.334568494531564,0.12334619599532,0.344860600522922,0.213345822790179,0.46288166651997,0,0.161248884766152,0,0,0,0,0,0.0391202956873729,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.650379305266962,1.42876212330659,0,0,0.742569048917956,0,0,0.577502750041829,1.00017938473093,0,0,0,0.636739214686747,0,0,0,0,0,0.0496454848220101,0.0451032089656888,0,0.605445512624822,0.937595688280321,0,0,0,0,0,0,0,0.219817095785978,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.310776937181265,0.565245689028367,0,0.0274006850605481,0.502088128866462,0,0,0.329059131091013,0.328986324553603,0,0,0,0.336934675589715,0,0,0,0,0,0.346082748323346,0.150184880122529,0.290825346927034,0.183826477845894,0.42787262363383,0,0.128128407991342,0,0,0,0,0,0.0328777522521152,0.0342296702254794,0,0,0,0,0
"Club",0,0.438659708016737,0.681835830697903,0,0.0509677157065478,0.739955641236185,0,0,0.484779142856379,0.484700005315715,0,0,0,0.472155154931625,0,0,0,0,0,0.418111255197481,0.262568910699175,0.298381473702808,0.284548838482388,0.590278319986774,0,0.121781801855769,0,0,0,0,0,0.0569210496104252,0.0583905256684297,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.388817948792471,0.770639227079039,0,0,0.666664479719651,0,0,0.400406203999449,0.781041902674502,0,0,0,0.805817339426433,0,0,0,0,0,0.193976198878672,0.206825343749979,0,0.210087555073344,0.704045670716779,0,0,0,0,0,0,0,0,0.23567844582317,0,0,0,0,0
"Goblet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0.131539572764501,0,0,0,0.257104338971972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160657351678706,0.142488248253421,0,0,0.196429493801103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,1.20702350791225,1.51395056536368,0,0,1.18206843832927,0,0,0.852024862223147,1.08751840547295,0,0,0,0.822790459183271,0,0,0,0,0,1.4692845544387,0.654706996088263,0.533587157061811,0.485277287511627,1.0897268641268,0,0.393571201292637,0,0,0,0,0,0,0.352058676176518,0,0,0,0,0
"Myofibroblast",0,0.382648157054727,0.603750433353242,0,0.0463504237009385,0.465528447967626,0,0,0.335813089597326,0.494658087192886,0,0,0,0.494819553092817,0,0,0,0,0,0.313966718484746,0.201507626625734,0.299809276391237,0.225530960754154,0.571505101388433,0,0.116725401095639,0,0,0,0,0,0.0535570910582637,0.0553359304969007,0,0,0,0,0
"ncMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Arterial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Capillary_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Capillary_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Peribronchial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Venous",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
